project,file,id,line,column,original,replacement,coding
node-geo-point,src/geo-point.ts,164,143,22,distance,distance / 2,Behavioral Change
node-geo-point,src/geo-point.ts,28,72,9,!Array.isArray(point.coordinates) || point.coordinates.length !== 2,point.coordinates.length === 0,Behavioral Change
node-geo-point,src/geo-point.ts,273,219,39,this,{},Behavioral Change
node-geo-point,src/geo-point.ts,43,89,9,!object.hasOwnProperty('latitude') || !object.hasOwnProperty('longitude'),object.latitude === object.longitude,Behavioral Change
node-geo-point,src/geo-point.ts,268,219,12,"GeoPoint.calculateDistance(this, point)","GeoPoint.calculateDistance(this.longitude, point.latitude)",Behavioral Change
node-geo-point,src/geo-point.ts,141,125,49,φ2,φ1,Behavioral Change
node-geo-point,src/geo-point.ts,269,219,12,"GeoPoint.calculateDistance(this, point)",GeoPoint.calculateDistance(this.latitude + point.latitude),Behavioral Change
node-geo-point,src/geo-point.ts,11,60,9,!isObject(point),point.latitude < -90 || point.latitude > 90,Unknown
node-geo-point,src/geo-point.ts,123,125,19,φ1,φ2,Behavioral Change
node-geo-point,src/geo-point.ts,267,210,44,point,point.longitude * 2,Behavioral Change
node-geo-point,src/geo-point.ts,163,143,22,distance,distance * 2,Behavioral Change
node-geo-point,src/geo-point.ts,256,201,58,bearing,bearing + 180,Behavioral Change
node-geo-point,src/geo-point.ts,276,219,45,point,point.longitude * 2,Behavioral Change
node-geo-point,src/geo-point.ts,208,157,27,y,Math.sin(y),Behavioral Change
node-geo-point,src/geo-point.ts,249,201,12,"GeoPoint.calculateDestination(this, distance, bearing)","GeoPoint.calculateDestination(this, distance, bearing * 2)",Behavioral Change
node-geo-point,src/geo-point.ts,24,68,9,point.type !== 'Point',point.type !== 'Point' && point.coordinates.length !== 2,Near Equivalent
node-geo-point,src/geo-point.ts,167,144,23,Number(bearing),bearing + 180,Behavioral Change
node-geo-point,src/geo-point.ts,255,201,48,distance,distance / 2,Behavioral Change
node-geo-point,src/geo-point.ts,181,147,24,coordinate.longitude,coordinate.longitude * 2,Behavioral Change
node-geo-point,src/geo-point.ts,253,201,48,distance,distance + 1,Behavioral Change
node-geo-point,src/geo-point.ts,15,64,9,!point.hasOwnProperty('type') || !point.hasOwnProperty('coordinates'),point.type !== 'Point' || !Array.isArray(point.coordinates),Near Equivalent
node-jsonfile,index.js,51,52,12,"JSON.parse(content, options.reviver)","JSON.parse(content, options.reviver, options.encoding)",Trivially Equivalent
node-jsonfile,index.js,80,68,49,file,file.toUpperCase(),Behavioral Change
node-jsonfile,index.js,101,78,10,"fs.writeFileSync(file, str, options)","fs.writeFileSync(file, str, options.flag)",Behavioral Change
node-jsonfile,index.js,23,25,22,data,data.toString(),Unknown
node-jsonfile,index.js,20,25,11,"JSON.parse(data, options ? options.reviver : null)","JSON.parse(data, options ? options.reviver : {})",Near Equivalent
node-jsonfile,index.js,53,52,12,"JSON.parse(content, options.reviver)","JSON.parse(content, options.reviver, options.encoding, options.flag, options.mode)",Near Equivalent
node-jsonfile,index.js,100,78,10,"fs.writeFileSync(file, str, options)","fs.writeFileSync(file, str, options.encoding)",Behavioral Change
node-jsonfile,index.js,72,68,9,"universalify.fromCallback(fs.writeFile)(file, str, options)","universalify.fromCallback(fs.writeFile)(file, str, options.encoding)",Behavioral Change
node-jsonfile,index.js,86,68,60,options,undefined,Behavioral Change
node-jsonfile,index.js,46,50,41,options,options.throws,Behavioral Change
node-jsonfile,index.js,105,78,27,file,file.toUpperCase(),Behavioral Change
node-jsonfile,index.js,21,25,11,"JSON.parse(data, options ? options.reviver : null)","JSON.parse(data, options ? options.reviver : 'null')",Behavioral Change
node-jsonfile,index.js,28,27,9,shouldThrow,shouldThrow === true,Near Equivalent
node-jsonfile,index.js,110,78,38,options,null,Behavioral Change
node-jsonfile,index.js,15,19,65,options,{},Behavioral Change
node-jsonfile,index.js,111,78,38,options,undefined,Behavioral Change
node-jsonfile,index.js,47,50,41,options,options.reviver,Behavioral Change
node-jsonfile,index.js,74,68,9,"universalify.fromCallback(fs.writeFile)(file, str, options)","universalify.fromCallback(fs.writeFile)(file, str, options.mode)",Behavioral Change
node-jsonfile,index.js,19,25,11,"JSON.parse(data, options ? options.reviver : null)","JSON.parse(data, options ? options.reviver : undefined)",Near Equivalent
node-jsonfile,index.js,52,52,12,"JSON.parse(content, options.reviver)","JSON.parse(content, options.reviver, options.encoding, options.flag)",Near Equivalent
node-jsonfile,index.js,38,50,19,"fs.readFileSync(file, options)","fs.readFileSync(file, options.encoding)",Behavioral Change
node-jsonfile,index.js,45,50,41,options,options.encoding,Behavioral Change
node-jsonfile,index.js,102,78,10,"fs.writeFileSync(file, str, options)","fs.writeFileSync(file, str, options.mode)",Behavioral Change
node-jsonfile,index.js,85,68,60,options,null,Behavioral Change
node-jsonfile,index.js,87,68,60,options,{},Behavioral Change
node-jsonfile,index.js,112,78,38,options,{},Behavioral Change
node-jsonfile,index.js,39,50,19,"fs.readFileSync(file, options)","fs.readFileSync(file, options.throws)",Behavioral Change
node-jsonfile,index.js,77,68,35,fs.writeFile,fs.writeFile.bind(fs),Near Equivalent
node-jsonfile,index.js,78,68,35,fs.writeFile,fs.writeFile.bind(null),Unknown
node-jsonfile,index.js,14,19,65,options,undefined,Behavioral Change
node-jsonfile,index.js,40,50,19,"fs.readFileSync(file, options)","fs.readFileSync(file, options.reviver)",Behavioral Change
node-jsonfile,index.js,44,50,35,file,file.toUpperCase(),Behavioral Change
plural,index.js,256,83,11,type(rule[0]) === 'String' && rule[0] === word,rule[0] === word && type(rule[0]) === 'String' && rule[0].length > 0,Unknown
plural,index.js,128,42,18,'cellos','cell',Behavioral Change
plural,index.js,172,49,57,/a/,/a|b/,Unknown
plural,index.js,271,103,7,String.prototype.plural === undefined,"String.prototype.plural = function (num) {
  return num > 1 ? this + 's' : this + 'ies';
}",Behavioral Change
plural,index.js,262,84,21,rule[1],rule[0],Behavioral Change
plural,index.js,59,23,9,/thesis|crisis/i,/thesis|crisis|thesis/i,Trivially Equivalent
plural,index.js,25,16,50,w.substr,w.substring,Trivially Equivalent
plural,index.js,115,40,9,'bacterium','bacteria',Behavioral Change
plural,index.js,188,63,31,"tools.concat(clothes, games, illnesses, misc)","tools.concat(clothes, games, illnesses, misc, undefined)",Unknown
plural,index.js,123,42,1,"addRule('cello', 'cellos')","addRule('cello', 'violoncellos')",Behavioral Change
plural,index.js,51,22,71,w.substr,w.slice,Near Equivalent
plural,index.js,179,52,9,/\b(?:bison|cod|deer|fowl|halibut|moose|sheep)\b/i,/\b(?:bison|cod|deer|fowl|halibut|moose|sheep|tiger|zebra)\b/i,Behavioral Change
plural,index.js,254,83,11,type(rule[0]) === 'String' && rule[0] === word,rule[0] === word,Unknown
plural,index.js,264,84,21,rule[1],rule[3],Behavioral Change
plural,index.js,275,105,21,this,null,Behavioral Change
plural,index.js,97,28,9,/[^aeiouy]o$/i,/[^aeiouy]o$/g,Behavioral Change
plural,index.js,60,23,9,/thesis|crisis/i,/thesis|crisis|crisis/i,Trivially Equivalent
plural,index.js,266,84,55,word,word.toLowerCase(),Behavioral Change
plural,index.js,194,63,53,games,games.concat(illnesses),Unknown
plural,index.js,236,80,41,rule[0].test,rule[0].exec,Behavioral Change
plural,index.js,197,63,60,illnesses,"illnesses.concat([""new illness""])",Behavioral Change
plural,index.js,42,22,9,/nucleus|syllabus|focus|fungus|cactus/i,/nucleus|syllabus|focus|fungus|cactus|bacterium/i,Behavioral Change
plural,index.js,265,84,47,rule[1],rule[0],Behavioral Change
plural,index.js,50,22,71,w.substr,w.substring,Trivially Equivalent
plural,index.js,270,103,7,String.prototype.plural === undefined,"String.prototype.plural = function (num) {
  return num > 1 ? this + 's' : this + 'es';
}",Behavioral Change
plural,index.js,273,105,14,"plural(this, num)","plural(num, this)",Behavioral Change
plural,index.js,237,80,54,word,word.toLowerCase(),Trivially Equivalent
plural,index.js,272,105,14,"plural(this, num)","plural(this.length, num)",Behavioral Change
plural,index.js,274,105,14,"plural(this, num)","plural(num + 1, this)",Behavioral Change
plural,index.js,268,84,55,word,word.split('').reverse().join(''),Behavioral Change
plural,index.js,267,84,55,word,word.slice(1),Behavioral Change
plural,index.js,116,40,22,'bacteria','bacterium',Behavioral Change
plural,index.js,96,28,9,/[^aeiouy]o$/i,/[^aeiouy]o$/,Behavioral Change
plural,index.js,200,63,71,misc,"misc.concat(clothes, games, illnesses, ['kudo', 'premise', 'shamble', 'glasse', 'spectacle', 'jitter', 'alm', 'fece', 'bowel', 'sud', 'entrail', 'electronic', 'outskirt', 'odd', 'tropic', 'riche', 'surrounding', 'thank', 'heroic', 'remain', 'amend'])",Behavioral Change
plural,index.js,26,16,50,w.substr,w.slice,Trivially Equivalent
plural,index.js,4,6,41,obj,obj.valueOf(),Unknown
plural,index.js,169,49,47,"w.replace(/a/, 'e')","w.replace(/a/g, 'e')",Trivially Equivalent
plural,index.js,114,40,1,"addRule('bacterium', 'bacteria')","addRule('bacterium', 'bacteriums')",Behavioral Change
plural,index.js,69,23,48,w.substr,w.slice,Trivially Equivalent
plural,index.js,180,52,9,/\b(?:bison|cod|deer|fowl|halibut|moose|sheep)\b/i,/\b(?:bison|cod|deer|fowl|halibut|moose|sheep|tiger|zebra|unicorn)\b/i,Behavioral Change
plural,index.js,124,42,1,"addRule('cello', 'cellos')","addRule('cello', 'violins')",Behavioral Change
plural,index.js,165,49,9,/^(?:wo)?man$/i,/^(?:wo)?man$/,Behavioral Change
plural,index.js,280,105,27,num,num - 1,Behavioral Change
plural,index.js,129,42,18,'cellos','celloes',Behavioral Change
plural,index.js,207,67,9,/ics$/i,/ics$/,Behavioral Change
plural,index.js,34,19,9,/x$|ch$|s$/i,/x$|ch$|s$/,Behavioral Change
plural,index.js,276,105,21,this,undefined,Behavioral Change
plural,index.js,126,42,9,'cello','cell',Behavioral Change
plural,index.js,118,41,1,"addRule('memo', 'memos')","addRule('memo', function (w) {
  return w + 's';
})",Trivially Equivalent
plural,index.js,68,23,48,w.substr,w.substring,Trivially Equivalent
pull-stream,sources/values.js,363,5,6,!array,array.length < 0,Behavioral Change
pull-stream,sinks/find.js,228,22,5,"cb(err === true ? null : err, null)","cb(err ? err : null, null)",Near Equivalent
pull-stream,pull.js,124,40,9,typeof s === 'function',Object.prototype.toString.call(s) === '[object Function]',Unknown
pull-stream,throughs/async-map.js,493,39,23,null,'',Near Equivalent
pull-stream,util/prop.js,762,6,42,data,data.toUpperCase(),Unknown
pull-stream,pull.js,94,26,21,read,read + 1,Behavioral Change
pull-stream,sources/values.js,386,10,21,array,array[0],Behavioral Change
pull-stream,sources/count.js,299,9,8,null,0,Near Equivalent
pull-stream,sinks/drain.js,193,52,26,abort,undefined,Behavioral Change
pull-stream,throughs/take.js,649,19,26,err || true,err && true,Behavioral Change
pull-stream,pull.js,32,10,11,args == null,args === undefined,Unknown
pull-stream,throughs/flatten.js,580,28,19,null,undefined,Near Equivalent
pull-stream,sinks/drain.js,194,52,26,abort,false,Behavioral Change
pull-stream,throughs/through.js,722,18,19,end,undefined,Behavioral Change
pull-stream,sinks/drain.js,188,52,8,read,"read(abort, cb || function () {})",Behavioral Change
pull-stream,sources/once.js,334,7,14,"abortCb(cb, abort, onAbort)","abortCb(cb, onAbort, abort)",Unknown
pull-stream,pull.js,123,40,9,typeof s === 'function',s.constructor === Function,Unknown
pull-stream,throughs/async-map.js,428,12,10,aborted,aborted && false,Behavioral Change
pull-stream,throughs/async-map.js,463,29,31,aborted,new Error('aborted'),Behavioral Change
pull-stream,sources/once.js,355,10,10,null,0,Near Equivalent
pull-stream,sinks/drain.js,166,28,30,doneLackingErr,doneLackingErr.stack,Unknown
pull-stream,pull.js,100,27,16,pull.apply,pull.call,Unknown
pull-stream,sinks/find.js,226,22,5,"cb(err === true ? null : err, null)","cb(err === false ? null : err, null)",Behavioral Change
pull-stream,throughs/through.js,711,15,10,end,end !== true,Near Equivalent
pull-stream,sources/values.js,414,21,10,null,undefined,Near Equivalent
pull-stream,pull.js,41,21,27,read,read + 1,Behavioral Change
pull-stream,sinks/drain.js,192,52,26,abort,null,Behavioral Change
pull-stream,pull.js,80,24,33,ref[0],ref[1],Behavioral Change
pull-stream,sinks/on-end.js,241,6,10,"drain(null, done)","drain(undefined, done)",Near Equivalent
pull-stream,sinks/on-end.js,243,6,10,"drain(null, done)","drain(done, done)",Behavioral Change
pull-stream,throughs/filter.js,527,16,41,next,loop = true,Behavioral Change
pull-stream,sources/once.js,340,7,26,abort,abort + 1,Behavioral Change
pull-stream,sinks/drain.js,163,28,17,console.warn,console.log,Unknown
pull-stream,sources/once.js,338,7,22,cb,"abortCb(false, abort, onAbort)",Behavioral Change
pull-stream,sources/count.js,288,6,29,end,end * 2,Behavioral Change
pull-stream,throughs/take.js,689,34,23,null,'',Near Equivalent
pull-stream,sinks/find.js,200,9,6,!cb,cb.length === 0,Behavioral Change
pull-stream,sources/values.js,416,21,10,null,'',Near Equivalent
pull-stream,throughs/take.js,677,30,16,ended,ended && !test(data),Behavioral Change
pull-stream,sinks/drain.js,162,28,17,console.warn,console.error,Unknown
pull-stream,throughs/map.js,608,7,6,!mapper,!mapper && mapper,Behavioral Change
pull-stream,sources/values.js,378,7,43,onAbort,"onAbort.apply(this, arguments)",Unknown
pull-stream,sinks/drain.js,159,27,23,end && end !== true,end && end !== false,Behavioral Change
pull-stream,throughs/unique.js,738,9,16,field,field * 2,Behavioral Change
pull-stream,pull.js,77,24,27,read,read + 1,Behavioral Change
pull-stream,pull.js,49,22,22,"pull(read, ref[0], ref[1])","pull(read, ref[0], ref[1], ref[3])",Behavioral Change
pull-stream,sinks/log.js,238,7,17,data,data + 1,Unknown
pull-stream,throughs/filter.js,532,16,51,cb,"cb(end, data)",Behavioral Change
pull-stream,pull.js,134,43,7,s.sink,s.source.sink,Behavioral Change
pull-stream,sources/values.js,373,7,36,abort,abort + 1,Behavioral Change
q,q.js,950,1110,37,1,0,Behavioral Change
q,q.js,1434,1564,14,object,null,Near Equivalent
q,q.js,1902,1980,34,args,"args.filter(function (x) {
  return x !== 1;
})",Behavioral Change
q,q.js,1248,1427,33,[key],"[""key""]",Behavioral Change
q,q.js,44,123,17,domain.enter,domain.bind,Behavioral Change
q,q.js,584,704,9,deferred.reject,deferred.resolve,Behavioral Change
q,q.js,766,937,31,value,undefined,Behavioral Change
q,q.js,965,1151,5,"trackRejection(rejection, reason)","trackRejection(rejection, reason - 1)",Behavioral Change
q,q.js,266,390,46,"""__minimumStackCounter__""","""__stackCounter__""",Behavioral Change
q,q.js,1359,1509,31,"""apply""","""concat""",Behavioral Change
q,q.js,1918,2001,5,nodeArgs.push,nodeArgs.unshift,Behavioral Change
q,q.js,522,646,24,value,value * 2,Behavioral Change
q,q.js,201,318,13,collect.push,collect.shift,Behavioral Change
q,q.js,1250,1438,12,"Q(object).dispatch(""set"", [key, value])","Q(object).dispatch(""set"", [key, value + 1])",Behavioral Change
q,q.js,912,1102,46,reportedUnhandledRejections,unhandledRejections,Behavioral Change
q,q.js,344,429,53,stackLine,"stackLine.split("" "").pop()",Behavioral Change
q,q.js,1201,1404,12,Q,Q.reject,Behavioral Change
q,q.js,1666,1826,18,void 0,undefined,Behavioral Change
q,q.js,777,959,37,rejected,fulfilled,Behavioral Change
q,q.js,742,899,36,value,null,Behavioral Change
q,q.js,967,1151,5,trackRejection,untrackRejection,Behavioral Change
q,q.js,1001,1185,20,value.apply,value.call,Behavioral Change
q,q.js,24,50,16,"typeof ses !== ""undefined""","typeof ses !== ""function""",Behavioral Change
q,q.js,1371,1513,35,"[void 0, args]","[void 0, args, null]",Near Equivalent
q,queue.js,2018,18,43,"""head""","""tail""",Behavioral Change
q,q.js,1071,1248,12,this.all,this.none,Behavioral Change
q,q.js,348,430,9,attempt2,attempt2.length,Unknown
q,q.js,1866,1970,42,arguments,args,Behavioral Change
q,queue.js,2023,19,45,"""tail""","""tail"" - ""head""",Behavioral Change
q,q.js,1222,1411,30,deferred.resolve,deferred.cancel,Behavioral Change
q,q.js,260,389,17,p.stack && (!error.__minimumStackCounter__ || error.__minimumStackCounter__ > p.stackCounter),p.stack && (!error.__minimumStackCounter__ || error.__minimumStackCounter__ < p.stackCounter),Behavioral Change
q,q.js,654,810,49,op,op + 1,Behavioral Change
q,q.js,1339,1500,34,"[name, array_slice(arguments, 1)]","[name, array_slice(arguments, 1, 2)]",Unknown
q,q.js,456,570,55,resolvedPromise,undefined,Behavioral Change
q,q.js,1669,1826,26,onUnhandledError,null,Behavioral Change
q,q.js,324,416,12,stackLine.indexOf,stackLine.includes,Behavioral Change
q,q.js,993,1181,42,value,null,Behavioral Change
q,q.js,1309,1481,34,"[name, args]","[name, args.slice(1)]",Behavioral Change
q,q.js,252,388,9,f,"for (var p = promise; !!p; p = p.source.value) {
  if (p.stack && (!error.__minimumStackCounter__ || error.__minimumStackCounter__ > p.stackCounter)) {
    object_defineProperty(error, ""__minimumStackCounter__"", {
      value: p.stackCounter,
      configurable: true
    });
    stacks.unshift(p.stack);
  }
}",Unknown
q,q.js,186,294,41,this[index],this[index - 1],Behavioral Change
q,q.js,382,467,42,"""@""","""%""",Behavioral Change
q,q.js,1539,1680,40,"""allResolved""","""any""",Behavioral Change
q,q.js,343,429,53,stackLine,"stackLine.split("" "")[0]",Unknown
q,q.js,176,293,17,index in this,index > this.length,Behavioral Change
q,q.js,874,1085,5,unhandledRejections.push,unhandledRejections.shift,Unknown
q,q.js,1831,1960,38,args,args.concat([1]),Behavioral Change
q,q.js,323,412,30,"""\n""","""<br>""",Behavioral Change
q,q.js,1489,1617,12,all,race,Behavioral Change
q,q.js,441,565,17,"op === ""when"" && operands[1]","op === ""when"" && operands[2]",Behavioral Change
q,q.js,1471,1599,46,promises,"promises.filter(function () {
  return true;
})",Trivially Equivalent
spacl-core,src/matcher.ts,81,111,13,part.match(/:.+/) !== null,part.match(/:.+/) !== null && part.match(/:.+/) !== undefined,Trivially Equivalent
spacl-core,src/policy.ts,122,48,24,this.rules,"this.rules.filter(rule => rule.matches(path, ctx))",Trivially Equivalent
spacl-core,src/matcher.ts,39,39,30,string.endsWith,string.indexOf,Behavioral Change
spacl-core,src/policy.ts,121,48,24,this.rules,this.rules.slice(),Trivially Equivalent
spacl-core,src/policymap.ts,178,41,24,path,path.toLowerCase(),Unknown
spacl-core,src/matcher.ts,22,26,20,/[^/]:|:\/|:$/,/[^/]:|:\/|:$/m,Unknown
spacl-core,src/rule.ts,203,50,22,path,path.toLowerCase(),Unknown
spacl-core,src/rule.ts,194,35,24,verbs,verbs.slice(),Trivially Equivalent
spacl-core,src/rule.ts,220,65,9,count > 0,count !== 0,Trivially Equivalent
spacl-core,src/rule.ts,190,35,5,f,"for (let verb of verbs) {
  this.verbs[verb] = false;
}",Unknown
spacl-core,src/matcher.ts,24,29,9,spec.match(/^.+\/$/) !== null,spec.match(/^.+\/$/) !== null && spec.match(/^.+\/$/) !== undefined,Trivially Equivalent
spacl-core,src/policymap.ts,147,13,16,policy.name,policy.name.toLowerCase(),Unknown
spacl-core,src/matcher.ts,41,39,46,'/','/' + '\\',Behavioral Change
spacl-core,src/rule.ts,192,35,5,f,"for (const verb of verbs.values()) {
  this.verbs[verb] = false;
}",Unknown
spacl-core,src/rule.ts,185,25,24,verbs,verbs.values(),Trivially Equivalent
spacl-core,src/policymap.ts,142,12,26,policies,policies.filter(policy => policy.name !== 'admin'),Unknown
spacl-core,src/policy.ts,106,33,30,path,path.toLowerCase(),Unknown
spacl-core,src/policy.ts,130,49,24,path,path.toLowerCase(),Unknown
spacl-core,src/matcher.ts,42,39,46,'/','/' + '\\' + '\\',Behavioral Change
spacl-core,src/matcher.ts,20,26,20,/[^/]:|:\/|:$/,/[^/]:|:\/|:$/g,Trivially Equivalent
spacl-core,src/policy.ts,99,18,5,this.rules.push,this.rules.unshift,Behavioral Change
spacl-core,src/policymap.ts,149,13,16,policy.name,policy.name.split(' ')[0],Unknown
spacl-core,src/rule.ts,230,71,13,prop === undefined || match[index + 1] !== prop,prop === null || match[index + 1] !== prop,Unknown
spacl-core,src/matcher.ts,3,12,20,/^[a-zA-Z0-9_/:~.$+*-]*$/,/^[a-zA-Z0-9_/:~.$+*-]*$/g,Trivially Equivalent
spacl-core,src/matcher.ts,40,39,46,'/','\\',Behavioral Change
spacl-core,src/matcher.ts,82,111,24,/:.+/,/:.*/,Unknown
spacl-core,src/matcher.ts,25,29,9,spec.match(/^.+\/$/) !== null,spec.match(/^.+\/$/) !== null && spec.match(/^.+\/$/) !== undefined && spec.match(/^.+\/$/) !== '',Trivially Equivalent
spacl-core,src/policymap.ts,163,30,28,verb,verb.toLowerCase(),Unknown
spacl-core,src/matcher.ts,16,26,9,spec.match(/[^/]:|:\/|:$/) !== null,spec.match(/[^/]:|:\/|:$/) !== null && spec.match(/[^/]:|:\/|:$/) !== undefined,Trivially Equivalent
spacl-core,src/matcher.ts,21,26,20,/[^/]:|:\/|:$/,/[^/]:|:\/|:$/i,Trivially Equivalent
spacl-core,src/rule.ts,195,35,24,verbs,verbs.filter(verb => verb !== 'GET'),Unknown
spacl-core,src/policy.ts,101,32,24,this.rules,this.rules.slice(),Trivially Equivalent
spacl-core,src/policymap.ts,161,30,22,path,path.toLowerCase(),Unknown
spacl-core,src/rule.ts,228,69,42,index++,index += 2,Behavioral Change
spacl-core,src/policy.ts,109,33,36,verb,verb.toLowerCase(),Unknown
spacl-core,src/policymap.ts,171,39,29,name,name.toLowerCase(),Unknown
spacl-core,src/matcher.ts,4,12,20,/^[a-zA-Z0-9_/:~.$+*-]*$/,/^[a-zA-Z0-9_/:~.$+*-]*$/i,Trivially Equivalent
spacl-core,src/matcher.ts,83,111,24,/:.+/,"/:.{1,}/",Unknown
spacl-core,src/matcher.ts,62,90,49,"(acc, seg) => seg + acc","(acc, seg) => seg.concat(acc)",Trivially Equivalent
